Chargingevent,CPID,Connector,StartDate,StartTime,EndDate,EndTime,StartDate_num,StartTime_num,EndDate_num,EndTime_num,duration,TotalkWh,Cost,Site,Group,Model,Model1
7200697,50268,2,4/23/2018,11:38:59 PM,4/24/2018,10:32:00 AM,43213.00,23.65,43214.00,10.53,653.00,15,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7200692,50912,1,4/23/2018,11:25:00 PM,4/24/2018,9:37:00 AM,43213.00,23.42,43214.00,9.62,612.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7200636,50266,2,4/23/2018,9:52:59 PM,4/24/2018,6:52:00 AM,43213.00,21.88,43214.00,6.87,539.00,3,0,"Menziehill House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7200609,50841,2,4/23/2018,9:05:59 PM,4/24/2018,8:02:59 AM,43213.00,21.10,43214.00,8.05,657.00,2,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7200314,50264,2,4/23/2018,6:29:00 PM,4/24/2018,9:23:00 AM,43213.00,18.48,43214.00,9.38,894.00,0,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7200347,50913,1,4/23/2018,6:24:59 PM,4/24/2018,6:13:00 AM,43213.00,18.42,43214.00,6.22,708.00,6,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7200127,50843,2,4/23/2018,4:59:59 PM,4/24/2018,7:22:59 AM,43213.00,17.00,43214.00,7.38,863.00,19,0,"Oakland Day Centre, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7200103,51086,2,4/23/2018,4:51:59 PM,4/24/2018,12:13:59 PM,43213.00,16.87,43214.00,12.23,1162.00,2,0,"Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199994,50240,2,4/23/2018,4:08:59 PM,4/24/2018,7:54:59 AM,43213.00,16.15,43214.00,7.92,946.00,8,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199987,51199,2,4/23/2018,4:05:00 PM,4/24/2018,8:47:59 AM,43213.00,16.08,43214.00,8.80,1003.00,8,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7207596,51202,1,4/23/2018,4:03:59 PM,4/24/2018,9:21:59 AM,43213.00,16.07,43214.00,9.37,1038.00,5,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7199922,50630,1,4/23/2018,3:44:00 PM,4/24/2018,9:53:59 AM,43213.00,15.73,43214.00,9.90,1090.00,6,0,"University of Dundee, Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199886,50263,1,4/23/2018,3:29:00 PM,4/24/2018,8:54:00 AM,43213.00,15.48,43214.00,8.90,1045.00,6,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199858,50230,1,4/23/2018,3:15:00 PM,4/24/2018,7:32:59 AM,43213.00,15.25,43214.00,7.55,978.00,9,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199807,51200,1,4/23/2018,2:57:00 PM,4/24/2018,9:05:59 AM,43213.00,14.95,43214.00,9.10,1089.00,3,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7199800,51199,1,4/23/2018,2:55:59 PM,4/24/2018,2:41:00 PM,43213.00,14.93,43214.00,14.68,1425.00,2,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7199737,51203,1,4/23/2018,2:31:59 PM,4/24/2018,8:31:59 AM,43213.00,14.53,43214.00,8.53,1080.00,4,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7199718,50272,1,4/23/2018,2:25:59 PM,4/24/2018,7:01:59 AM,43213.00,14.43,43214.00,7.03,996.00,15,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199717,50267,2,4/23/2018,2:25:00 PM,4/24/2018,9:10:59 AM,43213.00,14.42,43214.00,9.18,1126.00,4,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199635,50523,1,4/23/2018,1:56:00 PM,4/24/2018,7:51:59 AM,43213.00,13.93,43214.00,7.87,1076.00,10,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199626,51088,2,4/23/2018,1:53:00 PM,4/24/2018,8:46:59 AM,43213.00,13.88,43214.00,8.78,1134.00,11,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199470,50523,2,4/23/2018,1:21:00 PM,4/24/2018,9:08:59 AM,43213.00,13.35,43214.00,9.15,1188.00,20,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199427,51200,2,4/23/2018,1:14:00 PM,4/24/2018,10:06:59 AM,43213.00,13.23,43214.00,10.12,1253.00,8,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7199424,50236,2,4/23/2018,1:13:00 PM,4/24/2018,8:27:00 AM,43213.00,13.22,43214.00,8.45,1154.00,1,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7198950,50238,1,4/23/2018,12:16:59 PM,4/24/2018,10:48:00 AM,43213.00,12.28,43214.00,10.80,1351.00,0,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7198929,50261,1,4/23/2018,12:07:00 PM,4/24/2018,10:06:00 AM,43213.00,12.12,43214.00,10.10,1319.00,1,0,"Mitchell Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council; Scotland Private,APT 7kW Dual Outlet,Slow
7198783,51198,2,4/23/2018,11:10:59 AM,4/24/2018,10:01:59 AM,43213.00,11.18,43214.00,10.03,1371.00,5,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7198619,50841,1,4/23/2018,10:09:59 AM,4/24/2018,6:15:59 PM,43213.00,10.17,43214.00,18.27,1926.00,7,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7200656,51547,2,4/23/2018,10:19:00 PM,4/23/2018,11:02:59 PM,43213.00,22.32,43213.00,23.05,44.00,13,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200653,51548,2,4/23/2018,10:13:00 PM,4/23/2018,11:06:00 PM,43213.00,22.22,43213.00,23.10,53.00,19,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200631,51549,2,4/23/2018,9:37:59 PM,4/23/2018,10:35:00 PM,43213.00,21.63,43213.00,22.58,57.00,8,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200614,51547,2,4/23/2018,9:26:00 PM,4/23/2018,10:06:59 PM,43213.00,21.43,43213.00,22.12,41.00,21,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200590,51549,2,4/23/2018,8:36:00 PM,4/23/2018,9:13:00 PM,43213.00,20.60,43213.00,21.22,37.00,15,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200566,51547,2,4/23/2018,8:09:00 PM,4/23/2018,9:08:59 PM,43213.00,20.15,43213.00,21.15,60.00,29,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200541,50911,2,4/23/2018,7:53:59 PM,4/23/2018,8:14:00 PM,43213.00,19.90,43213.00,20.23,20.00,13,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200530,50692,2,4/23/2018,7:48:59 PM,4/23/2018,8:19:00 PM,43213.00,19.82,43213.00,20.32,30.00,18,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200470,51548,2,4/23/2018,7:19:59 PM,4/23/2018,7:53:00 PM,43213.00,19.33,43213.00,19.88,33.00,11,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200457,50911,2,4/23/2018,7:11:59 PM,4/23/2018,7:32:00 PM,43213.00,19.20,43213.00,19.53,20.00,8,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200390,51547,2,4/23/2018,6:58:59 PM,4/23/2018,7:19:59 PM,43213.00,18.98,43213.00,19.33,21.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200443,51548,2,4/23/2018,6:37:00 PM,4/23/2018,7:01:59 PM,43213.00,18.62,43213.00,19.03,25.00,16,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200371,50692,2,4/23/2018,6:31:00 PM,4/23/2018,7:22:00 PM,43213.00,18.52,43213.00,19.37,51.00,14,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200304,51549,2,4/23/2018,6:23:59 PM,4/23/2018,6:55:00 PM,43213.00,18.40,43213.00,18.92,31.00,9,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200368,51547,2,4/23/2018,6:20:00 PM,4/23/2018,6:42:00 PM,43213.00,18.33,43213.00,18.70,22.00,12,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200276,50676,2,4/23/2018,6:07:00 PM,4/23/2018,10:00:59 PM,43213.00,18.12,43213.00,22.02,234.00,5,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7200230,50349,2,4/23/2018,5:46:59 PM,4/23/2018,6:18:59 PM,43213.00,17.78,43213.00,18.32,32.00,18,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7200219,51550,2,4/23/2018,5:44:00 PM,4/23/2018,6:31:00 PM,43213.00,17.73,43213.00,18.52,47.00,9,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200187,51548,2,4/23/2018,5:25:59 PM,4/23/2018,5:51:00 PM,43213.00,17.43,43213.00,17.85,25.00,6,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200165,51547,2,4/23/2018,5:19:00 PM,4/23/2018,6:00:59 PM,43213.00,17.32,43213.00,18.02,42.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200155,50911,2,4/23/2018,5:15:59 PM,4/23/2018,6:15:59 PM,43213.00,17.27,43213.00,18.27,60.00,8,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200115,50911,2,4/23/2018,4:56:59 PM,4/23/2018,5:12:59 PM,43213.00,16.95,43213.00,17.22,16.00,11,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200112,50692,2,4/23/2018,4:56:00 PM,4/23/2018,5:17:59 PM,43213.00,16.93,43213.00,17.30,22.00,12,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200101,51547,2,4/23/2018,4:51:59 PM,4/23/2018,5:10:59 PM,43213.00,16.87,43213.00,17.18,19.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200072,51548,2,4/23/2018,4:40:59 PM,4/23/2018,5:07:59 PM,43213.00,16.68,43213.00,17.13,27.00,20,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200071,51550,2,4/23/2018,4:40:00 PM,4/23/2018,5:22:00 PM,43213.00,16.67,43213.00,17.37,42.00,17,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200058,51549,2,4/23/2018,4:35:59 PM,4/23/2018,4:45:59 PM,43213.00,16.60,43213.00,16.77,10.00,3,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7200048,50911,2,4/23/2018,4:30:59 PM,4/23/2018,4:56:00 PM,43213.00,16.52,43213.00,16.93,25.00,18,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200006,50911,2,4/23/2018,4:14:00 PM,4/23/2018,4:30:00 PM,43213.00,16.23,43213.00,16.50,16.00,7,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7200002,50273,2,4/23/2018,4:13:00 PM,4/23/2018,10:05:00 PM,43213.00,16.22,43213.00,22.08,352.00,18,0,"Public Works Dept, Clepington Rd. Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199938,50692,2,4/23/2018,3:47:59 PM,4/23/2018,4:37:00 PM,43213.00,15.80,43213.00,16.62,49.00,7,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199931,50676,1,4/23/2018,3:47:00 PM,4/23/2018,5:54:00 PM,43213.00,15.78,43213.00,17.90,127.00,6,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199925,51548,2,4/23/2018,3:44:00 PM,4/23/2018,4:08:00 PM,43213.00,15.73,43213.00,16.13,24.00,17,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199916,51547,2,4/23/2018,3:42:00 PM,4/23/2018,4:01:59 PM,43213.00,15.70,43213.00,16.03,20.00,15,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199899,50269,1,4/23/2018,3:36:00 PM,4/23/2018,4:59:59 PM,43213.00,15.60,43213.00,17.00,84.00,7,0,"Housing Office East, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199879,50264,2,4/23/2018,3:26:59 PM,4/23/2018,4:53:00 PM,43213.00,15.45,43213.00,16.88,86.00,1,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199845,50911,2,4/23/2018,3:10:00 PM,4/23/2018,3:52:00 PM,43213.00,15.17,43213.00,15.87,42.00,14,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199826,51547,2,4/23/2018,3:02:59 PM,4/23/2018,3:10:59 PM,43213.00,15.05,43213.00,15.18,8.00,4,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199790,51548,2,4/23/2018,2:51:00 PM,4/23/2018,3:07:59 PM,43213.00,14.85,43213.00,15.13,17.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199786,50339,2,4/23/2018,2:49:59 PM,4/23/2018,3:07:00 PM,43213.00,14.83,43213.00,15.12,17.00,5,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199778,50692,2,4/23/2018,2:47:59 PM,4/23/2018,3:40:59 PM,43213.00,14.80,43213.00,15.68,53.00,21,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199773,50910,2,4/23/2018,2:46:59 PM,4/23/2018,5:17:59 PM,43213.00,14.78,43213.00,17.30,151.00,5,0,"Dock Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199760,51549,2,4/23/2018,2:41:59 PM,4/23/2018,3:26:00 PM,43213.00,14.70,43213.00,15.43,44.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199756,51547,2,4/23/2018,2:41:00 PM,4/23/2018,2:57:59 PM,43213.00,14.68,43213.00,14.97,17.00,2,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199747,50911,2,4/23/2018,2:35:00 PM,4/23/2018,2:46:00 PM,43213.00,14.58,43213.00,14.77,11.00,2,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199738,51548,2,4/23/2018,2:31:59 PM,4/23/2018,2:41:59 PM,43213.00,14.53,43213.00,14.70,10.00,3,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199732,51550,2,4/23/2018,2:28:59 PM,4/23/2018,3:18:59 PM,43213.00,14.48,43213.00,15.32,50.00,17,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199663,51549,2,4/23/2018,2:06:00 PM,4/23/2018,2:33:59 PM,43213.00,14.10,43213.00,14.57,28.00,13,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199658,50339,2,4/23/2018,2:04:00 PM,4/23/2018,2:28:59 PM,43213.00,14.07,43213.00,14.48,25.00,8,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199654,50911,2,4/23/2018,2:01:59 PM,4/23/2018,2:20:00 PM,43213.00,14.03,43213.00,14.33,18.00,1,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199618,51548,2,4/23/2018,1:50:00 PM,4/23/2018,2:28:00 PM,43213.00,13.83,43213.00,14.47,38.00,5,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199617,50911,2,4/23/2018,1:50:00 PM,4/23/2018,1:59:00 PM,43213.00,13.83,43213.00,13.98,9.00,3,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199601,51086,1,4/23/2018,1:45:59 PM,4/23/2018,3:15:59 PM,43213.00,13.77,43213.00,15.27,90.00,4,0,"Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199597,51550,2,4/23/2018,1:45:00 PM,4/23/2018,2:15:59 PM,43213.00,13.75,43213.00,14.27,31.00,21,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199595,51549,2,4/23/2018,1:43:59 PM,4/23/2018,2:04:59 PM,43213.00,13.73,43213.00,14.08,21.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199580,51088,1,4/23/2018,1:40:59 PM,4/23/2018,2:46:59 PM,43213.00,13.68,43213.00,14.78,66.00,2,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199532,50911,2,4/23/2018,1:37:00 PM,4/23/2018,1:50:00 PM,43213.00,13.62,43213.00,13.83,13.00,3,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199520,50268,2,4/23/2018,1:32:00 PM,4/23/2018,10:45:59 PM,43213.00,13.53,43213.00,22.77,554.00,9,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199513,50630,2,4/23/2018,1:30:59 PM,4/23/2018,5:07:00 PM,43213.00,13.52,43213.00,17.12,216.00,9,0,"University of Dundee, Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199480,51199,2,4/23/2018,1:22:59 PM,4/23/2018,2:07:00 PM,43213.00,13.38,43213.00,14.12,44.00,2,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7199476,51547,2,4/23/2018,1:22:00 PM,4/23/2018,2:06:00 PM,43213.00,13.37,43213.00,14.10,44.00,18,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199477,51548,2,4/23/2018,1:22:00 PM,4/23/2018,1:43:59 PM,43213.00,13.37,43213.00,13.73,22.00,9,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199474,50909,1,4/23/2018,1:22:00 PM,4/23/2018,2:49:59 PM,43213.00,13.37,43213.00,14.83,88.00,10,0,"South Tay Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199462,50911,2,4/23/2018,1:19:59 PM,4/23/2018,1:25:59 PM,43213.00,13.33,43213.00,13.43,6.00,3,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7199400,51548,2,4/23/2018,1:06:59 PM,4/23/2018,1:17:59 PM,43213.00,13.12,43213.00,13.30,11.00,9,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199394,50349,2,4/23/2018,1:03:59 PM,4/23/2018,1:48:00 PM,43213.00,13.07,43213.00,13.80,44.00,4,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7199257,51549,2,4/23/2018,12:57:00 PM,4/23/2018,1:14:00 PM,43213.00,12.95,43213.00,13.23,17.00,9,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199209,50910,2,4/23/2018,12:55:00 PM,4/23/2018,2:38:00 PM,43213.00,12.92,43213.00,14.63,103.00,19,0,"Dock Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199165,51547,2,4/23/2018,12:52:00 PM,4/23/2018,1:19:59 PM,43213.00,12.87,43213.00,13.33,28.00,20,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199155,51548,2,4/23/2018,12:52:00 PM,4/23/2018,1:00:00 PM,43213.00,12.87,43213.00,13.00,8.00,6,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7199075,50909,1,4/23/2018,12:47:59 PM,4/23/2018,1:17:59 PM,43213.00,12.80,43213.00,13.30,30.00,10,0,"South Tay Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7199036,51199,1,4/23/2018,12:42:00 PM,4/23/2018,1:34:00 PM,43213.00,12.70,43213.00,13.57,52.00,3,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7199022,50269,1,4/23/2018,12:37:00 PM,4/23/2018,3:29:59 PM,43213.00,12.62,43213.00,15.50,173.00,8,0,"Housing Office East, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199013,50315,1,4/23/2018,12:34:00 PM,4/23/2018,5:38:59 PM,43213.00,12.57,43213.00,17.65,305.00,20,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7199003,50841,2,4/23/2018,12:31:59 PM,4/23/2018,6:58:00 PM,43213.00,12.53,43213.00,18.97,386.00,4,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7207595,51202,2,4/23/2018,12:29:59 PM,4/23/2018,2:04:59 PM,43213.00,12.50,43213.00,14.08,95.00,5,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7198993,51200,1,4/23/2018,12:29:59 PM,4/23/2018,1:45:00 PM,43213.00,12.50,43213.00,13.75,75.00,3,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7198990,50523,2,4/23/2018,12:29:00 PM,4/23/2018,1:11:00 PM,43213.00,12.48,43213.00,13.18,42.00,4,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7198987,51086,1,4/23/2018,12:26:59 PM,4/23/2018,1:24:59 PM,43213.00,12.45,43213.00,13.42,58.00,6,0,"Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
